id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,date
4826072354914987,MaWgbkCBZ,2095270597,C婕妤55LZ,反反复复的疫情，导致了最近特别易怒，但是没关系，自我调节一下，一切都会好起来的吧,,,,,0,1,0,2022-10-18 23:59:00,iPhone客户端,"['https://wx3.sinaimg.cn/large/7ce34ac5gy1h79vstr1unj20u01hctgz.jpg', 'https://wx4.sinaimg.cn/large/7ce34ac5gy1h79vsu7nd7j20tu13utez.jpg', 'https://wx3.sinaimg.cn/large/7ce34ac5gy1h79vsukmqvj20tu13u0xi.jpg', 'https://wx1.sinaimg.cn/large/7ce34ac5gy1h79vsuxvxyj20tu13uthd.jpg', 'https://wx3.sinaimg.cn/large/7ce34ac5gy1h79vsvbivbj20u00dvgnw.jpg', 'https://wx4.sinaimg.cn/large/7ce34ac5gy1h79vsw7nw1j20sr14ldlz.jpg', 'https://wx3.sinaimg.cn/large/7ce34ac5gy1h79vswi9bwj213u0tuq8q.jpg', 'https://wx3.sinaimg.cn/large/7ce34ac5gy1h79vswxrnfj20tu13u7bh.jpg', 'https://wx1.sinaimg.cn/large/7ce34ac5gy1h79vst95lgj20tu13u7ao.jpg']",,,2022-10-18
4826072334734225,MaWg9jRAt,5671371394,她似千金,疫情到今天晚上为止，彻底让我“慌”了,,,,,0,0,0,2022-10-18 23:59:00,OPPO Reno2 Z,,,,2022-10-18
4826072334208973,MaWg9hEWF,1927076493,她今天也好困,这疫情啥时候能结束现在出去玩怎么都不得劲感觉少了很多乐趣,,,,,0,0,1,2022-10-18 23:59:00,iPhone客户端,"['https://wx1.sinaimg.cn/large/72dcda8dgy1h79vnjestaj22c02c0npd.jpg', 'https://wx3.sinaimg.cn/large/72dcda8dgy1h79vnhpm1kj23402c0b2a.jpg', 'https://wx1.sinaimg.cn/large/72dcda8dgy1h79vo5gk1hj22c0340hdu.jpg', 'https://wx2.sinaimg.cn/large/72dcda8dgy1h79vnnvltkj22c02c0u0x.jpg', 'https://wx3.sinaimg.cn/large/72dcda8dgy1h79vo1kumkj22c02c0kjm.jpg', 'https://wx1.sinaimg.cn/large/72dcda8dgy1h79vnlu89hj22c0340e82.jpg']",,,2022-10-18
4826072292787521,MaWg5bHa1,6125725922,板栗酥很好吃耶,最近因为疫情在上网课，特别是昨天在上新闻采访的网课时，我的室友以为老师在放一首她喜欢的歌曲，在评论区打下了音乐好评这四个字，后面我们班同学发了一句哪里有声音？我也好奇难道是我的耳朵出了问题(因为当时是静悄悄的)，后来她才觉得不对劲，发现原来是她的耳机里播放着音乐，我觉得她还是有点儿幽默感在身上的(此处哈哈哈哈哈哈哈哈,,,,,0,0,3,2022-10-18 23:59:00,小米10 青春版 5G,,,,2022-10-18
4826072284138281,MaWg4hmyt,1731646303,韵怡Yunnie,本周的快乐是ExoticBeginner带来的疫情下的夹缝生存,,,,,0,0,0,2022-10-18 23:59:00,iPhone客户端,,,,2022-10-18
4826072279943468,MaWg3FIKw,7786248800,ad不回家,大家都在干嘛呢#郑州疫情#什么时候是个头啊,,郑州,,郑州疫情,0,0,0,2022-10-18 23:59:00,小米10S,,,,2022-10-18
4826072275222797,MaWg3lUGF,7416846958,快乐芋圆子,破疫情破学校,,,,,0,0,0,2022-10-18 23:59:00,iPhone客户端,,,,2022-10-18
4826072262383196,MaWg29ZYE,7511040293,用户7511040293,#南京疫情#南京这疫情可以给点力在十一月初滚出去么,,,,南京疫情,0,0,1,2022-10-18 23:59:00,iPhone客户端,,,,2022-10-18
4826072262118180,MaWg28T2c,6442239816,rj滴麻辣烫,黄仁俊刚刚大哭了一场，积攒了好久的情绪都爆发了出来疫情封控快一个月了，我自己一个人在家快半个月了，每天核酸，每天上课，每天自己凑合过，每天都很烦躁晚上跟朋友连线她帮我拆专，补了四张旧专，一张仁俊小卡都没有，OK，fine，我命数不好，最近点儿背，该的打开了小🍠随便看看，一刷新，映入眼帘，好家伙，好开心的那3d，好美的地租情，好难受的我自己接着烦躁，打开微博，好哦，原来是官博发了呀，昨天那么会装死的官方，今天就是好会挑衅我们的资本家畜生，我真的生气又无奈，那种无力感太难受了然后看到大粉发的微博，看着看着想哭了然后我想不能看了，要忍住不能哭，放下平板去充电，然后充电提示音响起的时候，我真的绷不住了，蹲在地上靠着沙发大哭了起来，为什么黄仁俊这么惨啊，为什么SM这么贱啊，为什么我控制不住自己的眼泪啊，到底为什么啊。我从没比现在更迫切地想要仁俊回国，真的替他不值，我希望他自私一点多为自己考虑一下ps.充电提示音是仁俊说的“我在你身边陪着你，我爱你啊”,,,,,0,73,276,2022-10-18 23:59:00,黄仁俊超话,,,,2022-10-18
4826072249799210,MaWg0F7dM,5565614004,黑黑黑小黑黑,因为疫情导致工作原因，不能出远门去度蜜月，然后送这个包包就当度蜜月啦,,,,,0,0,0,2022-10-18 23:59:00,iPhone客户端,"['https://wx4.sinaimg.cn/large/0064EKrOgy1h79vlz7eilj30u0140119.jpg', 'https://wx4.sinaimg.cn/large/0064EKrOgy1h79vtelezaj30j60j6myz.jpg']",,,2022-10-18
4826072221485705,MaWfY6euZ,3860428834,杠精退,我真的快被这个疫情整死了，什么时候才是个头啊,,,,,0,0,0,2022-10-18 23:59:00,nova5Pro人像超级夜景,['https://wx4.sinaimg.cn/large/e6197822gy1h79vueiv29g20e80e8tmp.jpg'],,,2022-10-18
4826072211785438,MaWfX7uto,5817238122,愉快老师在路上,假期接上疫情，是没上班的第20天。最近：有回过神去看这段时间，也有好好照顾自己，也有一丢丢的开始……接下来，要调整：他强自他强，清风拂山岗，他横任他横，明月照大江，要坚持：星光不负赶路人，时光不负有心人，一切安好,,,,,0,0,3,2022-10-18 23:59:00,iPhone客户端,,,,2022-10-18
4826072196056130,MaWfVpptw,2448493291,iiechoors-,突然想起排查疫情人员封校的那一天，那天还在超市买到了最后一根烤肠准备去打印辩论稿，坐下之后看到两个大叔在摆弄手机，无聊就盯了很久，可能他们也发现我在看，其中一位叔叔就很腼腆来问我：“小妹，可以帮我看看这个怎么弄吗？个个都弄好了群里在催噢。”我接过来一看，发现只是一个很简单的粤康码接龙，我帮他弄好了之后一直跟我说谢谢，还说年纪大了就不会弄这些新潮的东西，还让我疫情照顾好自己。那时候真的很破防，我们很幸运靠着运气坐上了时代的船，但是仍有许多人被扔在了时代的背后，他们是那帮造船的人，但不幸的是没有享受到应有的福利，虽然这是一件很小的事，但我希望，我们可以尽自己的能力帮助那些没有坐上船的人。,,,,,0,0,12,2022-10-18 23:58:00,iPhone客户端,,,,2022-10-18
4826072195271793,MaWfVm7qV,1216427950,顶妈恩恩,说来惭愧这个疫情实在严重到没法子，才自己全程做了饺子包的太丑，可能主要也是因为前进从小不爱吃饺子，我才一直不想尝试。没有药，又怕他起疹子，只能做白菜猪肉馅，我觉得挺好吃，他却只吃了五个。就算是我的饺子大，也远不是他的饭量。就是不爱吃。,,,,,0,2,0,2022-10-18 23:58:00,iPhone客户端,"['https://wx1.sinaimg.cn/large/488137aely1h79vqmvrh1j20u01hctjy.jpg', 'https://wx4.sinaimg.cn/large/488137aely1h79vqnj1dlj20u01hcqhb.jpg', 'https://wx3.sinaimg.cn/large/488137aely1h79vqmdw20j21hc0u07es.jpg', 'https://wx1.sinaimg.cn/large/488137aely1h79vqo48bcj20u01hcdwp.jpg', 'https://wx2.sinaimg.cn/large/488137aely1h79vqokfqmj20og17gmyu.jpg', 'https://wx3.sinaimg.cn/large/488137aely1h79vqqv1tsj22c0340tkh.jpg']",,,2022-10-18
4826072190815295,MaWfV3q5V,5864499169,是黄慌慌呀,疫情生活,,,,,0,1,3,2022-10-18 23:58:00,iPhone客户端,"['https://wx3.sinaimg.cn/large/006oSQ8hly1h79vtsxio4j32c03404qr.jpg', 'https://wx1.sinaimg.cn/large/006oSQ8hly1h79vtulls4j32c034014m.jpg']",,,2022-10-18
4826072187404951,MaWfUv4mH,7019289475,鬼马无敌丹取的春困,我真的是很无语………疫情当下大家都很难，我完全理解也十分愿意配合可是官方已经整整两天没有出通知了，谣言四起，外溢？新增？到底是什么样的真实情况呢一天到晚倒是逼着几点交这个资料，等会儿交那个资料，除了收学生健康码还要收家长健康码，还有各种离了大谱的表格，真的是时间短任务重被关在学校已经6天了，没睡过床，腰折磨的快断了，但是这些就好像是我们应得的。,,,,,0,1,0,2022-10-18 23:58:00,iPhone客户端,,,,2022-10-18
4826072186883760,MaWfUsSMo,7659800885,透明玻璃水杯的复活之路,该死的疫情,,,,,0,0,0,2022-10-18 23:58:00,微博极速版,,,,2022-10-18
4826072171153128,MaWfT4PYQ,6596147001,asiya904_50093,#巴州同心战疫#希望疫情早点结束Lasiya904_50093的微博视频,,,,巴州同心战疫,0,0,1,2022-10-18 23:58:00,iPhone客户端,,"http://f.video.weibocdn.com/o0/koiSNFmIlx0805E9qiEE010412007soK0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677619711&ssig=Q8HjUNsylB&KID=unistore,video",,2022-10-18
4826072170629789,MaWfT2DPT,6538052322,绝育纯情大母猴,这b疫情能不能别反复了不能去学校做实验真的会焦虑,,,,,0,0,1,2022-10-18 23:58:00,iPhone客户端,,,,2022-10-18
4826072170628336,MaWfT2Dss,1750858234,Viptranslator,多少年了，林俊杰版本的《我们的爱》现在成为某音电视剧宣传最常见的bgm了。看到现在音综的惨状，建议浙江卫视停播《天赐的声音》，重启《梦想的声音》吧。想当年梦声的阵容太强大了，张惠妹、田馥甄、林俊杰、林忆莲，然后到了疫情开始之后的《天赐的声音》，差太多了。《歌手》回不来，那我们就期待《梦声》回来吧。L微博电视的微博视频,,,,,7,28,133,2022-10-18 23:58:00,Android,,"http://f.us.sinaimg.cn/001Sgs0elx07hkePE904010402055nsW0k04.mp4?label=mp4_720p&template=26&ori=0&ps=1BVp4ysnknHVZu&Expires=1677619711&ssig=VVQYfWMPEq&KID=unistore,video",,2022-10-18
4826072166436260,MaWfSr0mE,6629621145,蓝玫瑰的金子,#凝聚v力量##说给蔡徐坤的晚安心语#第五天啦，疫情又严重了。小区也封了，愿平安@蔡徐坤,,,蔡徐坤,"凝聚v力量,说给蔡徐坤的晚安心语",0,0,0,2022-10-18 23:58:00,OPPO A56 5G,,,,2022-10-18
4826072158568910,MaWfRzXae,7346523049,樊樊樊樊gw,这盏灯第一次在这里亮起是2020年9月17日是我们搬到这里后的第四天那时还充满着对未来的期待充满对大二生活的向往也从未想过疫情会让我们的生活变得支离破碎我热爱这里的生活虽然会有矛盾会有争吵但当我踏进这里的时候真的会让我感觉无比的踏实寝室里的每一个角落都充满着这段美妙生活的回忆我想逃避想一直待在这个让我感觉到温暖自由的地方我想念那群人无比的想念想念跟他们在一起的疯闹想念跟他们在一起的快乐即使他们会忘记哪怕她会忘记这段时间仍旧是我心中无法抹灭的回忆我曾满怀期待我们的见面也被这期待重重的打击但仍旧无法改变我对这里的憧憬虽然不知道未来怎样但这种期待仍旧会留存在我心中愿疫情早日退去愿我愿她愿留存在这段时光里的每一个人都如同冬日的暖阳温暖切仅存温暖愿所有失去的都会以更美好的方式归来,,,,,0,2,0,2022-10-18 23:58:00,iPhone客户端,['https://wx3.sinaimg.cn/large/0081bgffly1h79v5ubmxxj32c03401ky.jpg'],,,2022-10-18
4826072154114092,MaWfRhggk,6354937881,柠萌i雪,一年四次原疫情早日结束,,,,,0,0,0,2022-10-18 23:58:00,荣耀30S 5G 美由芯生,,,,2022-10-18
4826072145725777,MaWfQo1xf,2738635752,氨酚芒那敏颗粒,我衷心祝愿每一个中国人都不要跟疫情和隔离沾上边，病毒已经不可怕了但你会下一层地狱。,,,,,0,1,0,2022-10-18 23:58:00,微博轻享版,,,,2022-10-18
4826072128160371,MaWfOyeST,5892282538,泡娃_,疫情在家楼上孩子的吵闹更加放大了我妈说之前孩子上幼儿园百天好多了现在娃娃是白天晚上不消停就在一分钟之前呼啦啦一大片东西倒地女的开始怒吼孩子开始撕心裂肺经常是中午一点晚上十一二点开始嘶吼如果真的不喜欢孩子就不要生不要养（老大是女孩老二是男孩，显而易见因为什么生孩子）L泡娃_的微博视频,,,,,0,0,0,2022-10-18 23:58:00,iPhone客户端,,"http://f.video.weibocdn.com/o0/UbXpA9nNlx0805EbhL4Q01041201ZkMf0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677620000&ssig=mTa3OL7cg%2F&KID=unistore,video",,2022-10-18
4826072127899421,MaWfOx901,6972172599,_不愛吃香菜x,张🦙每次都答应少喝每次都喝多越来越不让别人放心一心想着辞职赶紧去找他疫情啥时候能过去阿想找小张,,,,,0,1,0,2022-10-18 23:58:00,iPhone客户端,,,,2022-10-18
4826072123970509,MaWfOgEUt,7768530618,道明五ing4,#新疆疫情#为什么，发个新闻不开评论区，那有什么用，听听人民群众的声音吧,,,,,0,1,1,2022-10-18 23:58:00,nova 10 主角影像,,,,2022-10-18
4826072123967048,MaWfOgE0E,2626487651,酒泉发布,【“答卷”振奋人心“蓝图”催人奋进】党的二十大于10月16日隆重开幕，这两天，酒泉市广大干部群众通过报纸、电视、广播、网络等方式重温大会盛况，认真聆听学习习近平总书记所作的报告。大家一致表示：十年成就鼓舞人心、宏伟蓝图催人奋进，新征程上将坚定信心、同心同德，踔厉奋发、笃行不怠，争取更加伟大的胜利和荣光。晁亚玲是酒泉市公安局肃州分局东城关派出所退休民警，党的二十大开幕当天，她第一时间收看了大会直播。大会的胜利召开让她心潮澎湃，同时也万分自豪，因为她曾于2012年光荣当选党的十八大代表并应邀列席了党的十八届四中全会，而她的“徒弟”康丽作为党的二十大代表，此时正在北京参加此次盛会。党的十八大代表、酒泉市公安局肃州分局东城关派出所退休民警晁亚玲说：“回望十八大以来的这十年，我心潮澎湃，我们党带领全国各族人民统揽伟大斗争、伟大工程、伟大事业、伟大梦想，党和国家事业取得历史性的成就、发生历史性的变革，公安事业发展焕然一新，老百姓的生活质量水平也发生了翻天覆地的变化。我希望年轻民警坚守入警誓词的初心、坚持为民服务的热心、坚定干事业的信心、笃定维护正义的决心，培养终身学习的良好习惯，守好英模精神‘传家宝’，握好榜样传承‘接力棒’，全力维护社会公平正义，用实际行动守护警察的荣誉。”在肃州区南苑社区，休闲散步的居民们谈论最多的话题都是党的二十大报告。回首过去硕果累累，展望未来信心百倍。习近平总书记作的报告让广大市民群众心潮澎湃，对未来充满信心和期待。南苑社区居民郭文学说：“自己入党也五十一年了，我们党确实了不起，想起来近十年的变化不可思议，收入、城乡面貌改造等方面都非常了不起。”南苑社区居民石怀满说：“作为一名老党员要带动身边的其他党员和群众，认真学习宣传，全面贯彻落实党的二十大精神，力争做好各项工作。”肃州区西北街社区卫生服务中心主任张辉是一名扎根基层33年的医务工作者。近年来，他和同事们用良好的医德医风、精湛的医疗技术、热情周到的服务为群众健康保驾护航。在收听收看了党的二十大开幕会盛况后，张辉也倍受鼓舞，更坚定了他做好群众“健康守门人”的信心和决心。“党的二十大报告指出要‘把保障人民健康放在优先发展的战略位置，有效遏制重大传染性疾病传播。’这给我们医疗卫生系统指明了方向，明确了目标和任务。我将按照报告绘就的美好蓝图和指明的前进方向，慎终如始抓好疫情防控，全方位、全周期守护百姓生命安全和身体健康，做好人民的‘健康守门人’。”张辉说。来源：酒泉广播电视台,,,,,0,0,0,2022-10-18 23:58:00,360安全浏览器,"['https://wx1.sinaimg.cn/large/9c8d0563ly1h79vt5qb6jj20zk0k0dih.jpg', 'https://wx4.sinaimg.cn/large/9c8d0563ly1h79vtabdgyj20zk0k0whh.jpg', 'https://wx1.sinaimg.cn/large/9c8d0563ly1h79vtdt8a2j20zk0k0wjg.jpg', 'https://wx1.sinaimg.cn/large/9c8d0563ly1h79vtfct88j20zk0k00v4.jpg', 'https://wx2.sinaimg.cn/large/9c8d0563ly1h79vtiuy5bj20zk0k0wjn.jpg', 'https://wx3.sinaimg.cn/large/9c8d0563ly1h79vtlnxrwj20zk0k0wim.jpg', 'https://wx2.sinaimg.cn/large/9c8d0563ly1h79vtnu10lj20zk0k078a.jpg', 'https://wx2.sinaimg.cn/large/9c8d0563ly1h79vtq56jij20zk0k0aen.jpg']",,,2022-10-18
4826072120560407,MaWfO2lMP,7295442699,X69650,河南财经政法大学感谢各位领导和老师，感谢各位为我们服务的叔叔阿姨，疫情终将过去,,,,,0,0,4,2022-10-18 23:58:00,河南财经政法大学超话,,,,2022-10-18
4826072115839141,MaWfNov1H,1925348797,lin_小雨,疫情在家的第三天，支起泐油鍋，在解鎖泐炸茄子以後，又炸泐湯圓、丸子、春卷⋯最後做好的燒茄子吃不下泐。,,,,,0,2,2,2022-10-18 23:58:00,iPhone客户端,"['https://wx2.sinaimg.cn/large/72c27dbdly1h79vtjj1jnj20u00u00v8.jpg', 'https://wx2.sinaimg.cn/large/72c27dbdly1h79vpohbjjj22c02c0dz0.jpg']",,,2022-10-18
4826072107976488,MaWfMxt32,2815271127,一直都叫YN,两个月➕起来连一星期的班都没上快点好起来吧快要emo了附：旺仔之惆怅#萌宠##狗狗##疫情#,,赤峰,,"萌宠,狗狗,疫情",0,1,0,2022-10-18 23:58:00,iPhone 14 Pro,"['https://wx1.sinaimg.cn/large/a7cda0d7ly1h79vssvr8qj22402tc0za.jpg', 'https://wx4.sinaimg.cn/large/a7cda0d7ly1h79vsvslrij22402tc1ky.jpg', 'https://wx2.sinaimg.cn/large/a7cda0d7ly1h79vsy5xbfj22tc2407et.jpg']",,,2022-10-18
4826072099327465,MaWfLD8uZ,3039399590,安立Anly,#u张sir高考助力计划#主动学习，积极配合，一点就通的，有；旁敲侧击，循循善诱，就能跟上的，也有；软硬兼施，依赖多方势力配合的，更是有。当然，走着走着，跟丢了的，也有。语言学科，贵在坚持。因材施教，个性化定制。不愤不启，不悱不发。开心学习法，持续进行中。不累吗？怎么可能呢。身心俱疲，也是有的。总有学生，一下课就失联，学生联系不上，家长也联系不上，学生和家长配合度都不高。有时也会生气，但更多是遗憾。因为，有些未来，可以根据情况，大致想见，大致看得见。总在制定目标，总说好好努力，考上了赶紧走。疫情之下，哪怕是“家里蹲”大学，咱先上着，“家里蹲”大学也是能毕业可以拿到学位证书的大学。高四甚至高五的孩子，见得还少吗？！所以，更多是能预想到一点可能的未来，有所不忍和遗憾罢了。但是呢，尽管如此，总体上，还是开心的。像德国著名哲学家雅斯贝尔斯那所说，“真正的教育，是一棵树撼动另一棵树，一片云推动另一片云，一个灵魂唤醒另一个灵魂。”而我，现在就是在做这样的事情。看到学生们，哪怕一点好的改变，我都会打心底为此感到开心，也会觉得自个儿的付出是值得的。或许，现阶段，我要的就是，充实而快乐。一起加油吧各位！我决定再次戒掉所有社交平台账号一段时间，关闭朋友圈，微信只保留聊天功能。所有账号，都可以轻易关闭或者卸载，但微信，很难。尽管每一次闭关，都不容易，但我会争取。先闭关一个周吧。争取更长时间。有事请微信或电话☎联系🤙#微博记录我与我的学生#,,,,"u张sir高考助力计划,微博记录我与我的学生",0,0,1,2022-10-18 23:58:00,,"['https://wx4.sinaimg.cn/large/b5298ea6ly1h79vpcdt18j20py1o60tu.jpg', 'https://wx3.sinaimg.cn/large/b5298ea6ly1h79vpe7kyfj20q71ms75n.jpg', 'https://wx3.sinaimg.cn/large/b5298ea6ly1h79vpg9eu5j20pq1ovac4.jpg', 'https://wx1.sinaimg.cn/large/b5298ea6ly1h79vphnctnj20q01cimyb.jpg', 'https://wx3.sinaimg.cn/large/b5298ea6ly1h79vprxyw8j20wd0i00tm.jpg', 'https://wx2.sinaimg.cn/large/b5298ea6ly1h79vpj9ohlj20q11obdha.jpg', 'https://wx1.sinaimg.cn/large/b5298ea6ly1h79vpl3e02j20pe1pign5.jpg', 'https://wx3.sinaimg.cn/large/b5298ea6ly1h79vpmofddj20pc18o0tx.jpg', 'https://wx4.sinaimg.cn/large/b5298ea6ly1h79vpqktsmj20q91lkq5k.jpg']",,,2022-10-18
