id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,date
4825342466326904,MaDgWqxUQ,6179556508,徐州牙医陈强,@沛县疫情我的家乡按下了暂停键，沛县加油，共同抗疫。,,,沛县疫情,,1,0,4,2022-10-16 23:39:00,nova7你在焦点在,['https://wx4.sinaimg.cn/large/006KcMWgly1h77k0js59xj31120rikb2.jpg'],,,2022-10-16
4825342314808827,MaDgHkaZJ,5613213059,郑九歌郑期亘,抗疫志愿者一个多月L郑九歌郑期亘的微博视频,,儋州,,,0,0,0,2022-10-16 23:38:00,微博视频号,,"http://f.video.weibocdn.com/u0/NUz529vPgx0802qZjlPi01041200rqQw0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677736083&ssig=4Blym8VmG0&KID=unistore,video",,2022-10-16
4825342294623216,MaDgFjoI0,5344656468,FromLostPlanet,一年中的夜晚與白天數量相同、持續時間一樣長。即使快樂的生活也有其陰暗筆觸，沒有“悲哀”提供平衡，“愉快一詞就會失去意義。耐心鎮靜地接受世事變遷，是最好的處事之道。好朋友最能幫人抗疫跟抗抑。#我是友寶女,,深圳·华·美术馆,,,0,0,0,2022-10-16 23:38:00,HUAWEI P30 Pro,"['https://wx1.sinaimg.cn/large/005PHDiAgy1h77jxueib9j32c03404qp.jpg', 'https://wx4.sinaimg.cn/large/005PHDiAgy1h77jy5e3auj30u014ndue.jpg', 'https://wx2.sinaimg.cn/large/005PHDiAgy1h77jxxy7rgj32c0340kjm.jpg', 'https://wx3.sinaimg.cn/large/005PHDiAgy1h77jy2do4yj32801o07wh.jpg', 'https://wx2.sinaimg.cn/large/005PHDiAgy1h77jy4livgj30u0140wxd.jpg', 'https://wx1.sinaimg.cn/large/005PHDiAgy1h77jy3nlaij32801o0hdt.jpg', 'https://wx4.sinaimg.cn/large/005PHDiAgy1h77jy6fackj30u0140n7t.jpg', 'https://wx3.sinaimg.cn/large/005PHDiAgy1h77jyatjigj32c034pnpg.jpg', 'https://wx2.sinaimg.cn/large/005PHDiAgy1h77jy1filxj32c0340qv6.jpg']",,,2022-10-16
4825342143368102,MaDgqe8ce,5246736173,陌上花开321艳,奎屯在抗疫的路上一起努力，加油。,,,,,0,0,0,2022-10-16 23:38:00,奎屯超话,['https://wx3.sinaimg.cn/large/005J4LKZly1h77k037a3aj30k00zkacm.jpg'],,,2022-10-16
4825342109551681,MaDgmE4Pn,1018238893,有趣的哈哈嘿,爱国，是一种情怀！我想今年的二十大，是比往年更加让我这样的普通百姓企盼的吧。抗疫三年，我们的党我们的国家给了我们极大的安全感。但是也不能回避的是，我对未来也感觉很迷茫。最难熬的时候支撑我们的就是一句二十大之后一切都会好起来的。其实作为成年人谁都清楚，疫情过后，恢复也需要一些时间。像我们这样本身有很多能力缺失的小微企业困难更是丝毫不会少。但是我想，这是一种信心和依赖！,,,,,0,0,0,2022-10-16 23:37:00,新版微博 weibo.com,,,,2022-10-16
4825342105617037,MaDgmnzfn,5246736173,陌上花开321艳,奎屯在抗疫的路上一起努力，加油。,,,,,0,5,3,2022-10-16 23:37:00,奎屯超话,['https://wx3.sinaimg.cn/large/005J4LKZly1h77jzx9olyj30k00zkacm.jpg'],,,2022-10-16
4825341950955218,MaDg740uK,7783186467,莱la689,伊犁#我给新疆加个油#巴音郭楞蒙古自治州库尔勒市的一名志愿者在抗疫一线工作时不幸感染，治愈转阴后有很多人问他当志愿者后悔吗，他说：“以善为历程、以美为目标；不计报酬、无私奉献，用爱心体现了青春最美的样子，我不后悔！”O同心战疫新疆有我丨致敬平凡英雄（7）,,,,我给新疆加个油,0,0,0,2022-10-16 23:37:00,nova7你在焦点在,,,,2022-10-16
4825340546127471,MaDdQpI2b,6407585223,于田网信发布-,同心抗疫共克时艰|田思然：关键时刻正是青春力量奉献之时O网页链接,,,,,0,0,0,2022-10-16 23:31:00,新版微博 weibo.com,,,,2022-10-16
4825340386477708,MaDdArb9a,6435425551,晓风之吻,武汉这波输入型疫情还在发酵，没想到同济因为救治一位边疆来的危重患者而引发疫情被推上风口浪尖，各种阴阳怪气的声音蔓延。那些圈地自守，明哲保身拒诊的不用承担风险，同济作为抗疫标杆的同时想尽可能救死扶伤的却一夜成为众矢之的，身处其中的他们，坚守得太难了。有不足有失误可以批评，但请不要诋毁和构陷，何况你甚至远远不如他们。“对于宁愿承担风险依然尊重病人，遵守医德的武汉同济，应该给予足够的敬意。”,,,,,0,0,0,2022-10-16 23:31:00,iQOO Neo5 生而为赢,,,,2022-10-16
4825340290270117,MaDdr18gJ,6407585223,于田网信发布-,手绘长图丨抗疫故事⑧：新疆交警为生命接力“救命药”O网页链接,,,,,0,0,0,2022-10-16 23:30:00,新版微博 weibo.com,,,,2022-10-16
4825339845149266,MaDcIlByG,6109504836,今天可以睡懒觉啦嘛,我可太喜欢现在的日子了磨磨唧唧九点上班找到自己喜欢的方式完成工作不讨好谁也不厌恶谁忙的时候加班可能也没有点不着急的事就下班火速回家逛逛超市买点自己喜欢的东西捯饬自己想吃的饭菜(巨讨厌刷碗)洗刷好护肤看书耍手机追剧视频聊天看心情来定【抗疫的日子平稳了终将迎来万事胜意】,,济宁,,,0,14,10,2022-10-16 23:28:00,小米9,"['https://wx1.sinaimg.cn/large/006FsRiAly1h77iy2yk56j32dc35s7wi.jpg', 'https://wx1.sinaimg.cn/large/006FsRiAly1h77ixvn69ej32dc35se81.jpg', 'https://wx4.sinaimg.cn/large/006FsRiAly1h77ixz4dj6j32dc35su0x.jpg', 'https://wx2.sinaimg.cn/large/006FsRiAly1h77jgzyd8tj30o935sajm.jpg', 'https://wx1.sinaimg.cn/large/006FsRiAly1h77j0c2flzj31hw1zuhdt.jpg', 'https://wx3.sinaimg.cn/large/006FsRiAly1h77iy3e21dj30zk0k0js0.jpg']",,,2022-10-16
4825339835975665,MaDcHp4xH,6407585223,于田网信发布-,同心抗疫共克时艰丨张建文：居民有需求随叫随到O网页链接,,,,,0,0,0,2022-10-16 23:28:00,新版微博 weibo.com,,,,2022-10-16
4825339735312258,MaDcxmhXA,3316129394,贵州师范大学外国语学院青分会,“疫情虽已退，防控不松懈”在全体师生共同的努力下，贵州师范大学取得了抗疫阻击战的阶段性胜利，学校食堂也恢复了堂食，但防控仍不可松懈，秩序仍需维护。2022年10月16日，外国语学院青分会在学校以及校青联的号召下，开展了第七次食堂志愿服务工作，又一批志愿者为维持我校食堂用餐秩序投入到志愿服务工作中。志愿者们在统一调度下顺利找到自己工作岗位，在值班期间规范佩戴口罩，进行食堂队伍疏导以及行程码，健康码检查工作。在巡逻志愿者的努力之下，同学们进入食堂能做到自觉扫场所码并出示，有效地保障了堂食的安全性；同学们在食堂内有序排队，文明就餐，彼此间隔一米，缓解了食堂高峰期人流聚集的现象。此次食堂志愿服务工作，在以往防疫工作获得的成功之下进行，但却也无丝毫的放松与懈怠。我们深深的明白，抗疫硕果来之不易，所以应该更谨慎的去维护，去巩固！我们勠力同心，必将把疫情防控的围墙筑得更加牢固！文字来源|杨蝶思,,,,,1,1,2,2022-10-16 23:28:00,HUAWEI P40 5G,"['https://wx3.sinaimg.cn/large/c5a81e72gy1h77jp8h21pj21n918gngx.jpg', 'https://wx1.sinaimg.cn/large/c5a81e72gy1h77jpc68u2j21id13mjvr.jpg', 'https://wx1.sinaimg.cn/large/c5a81e72gy1h77jpdqqewj21n918gk3d.jpg', 'https://wx1.sinaimg.cn/large/c5a81e72gy1h77jp9ywsij21n918gnkn.jpg', 'https://wx3.sinaimg.cn/large/c5a81e72gy1h77jpb7o3hj21n918gtfm.jpg', 'https://wx3.sinaimg.cn/large/c5a81e72gy1h77jpgqwvbj21400u0n2a.jpg']",,,2022-10-16
4825339731379762,MaDcx5MWe,6407585223,于田网信发布-,同心抗疫共克时艰|路上发生的暖心事，说也说不完O网页链接,,,,,0,0,0,2022-10-16 23:28:00,新版微博 weibo.com,,,,2022-10-16
4825339656671706,MaDcprZCa,1108242961,风的节奏吹,#大同疫情##湖东机务段#湖东机务段很重要，在全国经济社会发展当中承载重要功能，不能停的。在此前提下，怎么抗疫？不行就全国驰援，加油。,,,,"大同疫情,湖东机务段",76,7,286,2022-10-16 23:28:00,,"['https://wx1.sinaimg.cn/large/420e7211ly1h77jkarjkjj20u01t0wgv.jpg', 'https://wx1.sinaimg.cn/large/420e7211ly1h77jkb2h31j20u01t0mzu.jpg', 'https://wx3.sinaimg.cn/large/420e7211ly1h77jkbd4ssj20u01t0tca.jpg', 'https://wx3.sinaimg.cn/large/420e7211ly1h77jkbup9gj21t00u0ad4.jpg', 'https://wx4.sinaimg.cn/large/420e7211ly1h77jkc7bw7j21t00u00wz.jpg', 'https://wx3.sinaimg.cn/large/420e7211ly1h77jkcivujj21t00u078v.jpg', 'https://wx2.sinaimg.cn/large/420e7211ly1h77jkctjyxj21t00u0n7i.jpg']",,,2022-10-16
4825339375126730,MaDbXlvHc,6395048679,H一一一dl,#西安复课#搞什么搞什么搞什么故意等到半夜发通知？？？？怎么航天的就抗疫一线的呗😅😅😅🙏🙏🙏#西安疫情#@华商报@西安教育@陕西省教育厅@央视新闻,,,"华商报,西安教育,陕西省教育厅,央视新闻","西安复课,西安疫情",0,4,9,2022-10-16 23:27:00,HUAWEI P50 Pro,,,,2022-10-16
4825338578210742,MaDaFyrZk,1111330104,C小绿豆的太阳花,说：不要和别人去争，当时一脸蒙圈，现在好像又有点能理解了，那就乖乖等通知去酒店抗疫吧。,,,,,0,0,0,2022-10-16 23:23:00,iPhone客户端,['https://wx1.sinaimg.cn/large/423d8d38gy1h77jkb3yfjj20u00u075p.jpg'],,,2022-10-16
4825337081630125,MaD8g6Q4l,7724245746,葫芦岛市机器人运动协会,#葫芦岛实验高中抗疫在行动#【关于开展区域新冠病毒核酸检测的通知】经区防指研究决定，开展区域全员核酸检测，现就有关事项通知如下：一、设置时间2022年10月17日（周一）上午8:00-11:008:00-10:30辖区内常规居民核酸采样时间段10:30-11:00指定群体核酸采样时间段（采样对象及具体安排由所在社区网格通知）二、设置地点　请居民按照乡街、社区（村）工作人员的组织安排，到居住地采样点参加采样。三、检测对象　龙港区域内所有居民（包括本地常住人员、暂住人员、临时流动或滞留人员、外籍人员等），确保应检尽检。四、特别告知（一）请居民根据社区（村）组织安排，提前准备好“辽事通健康码”，无智能手机、不会使用“辽事通”的老人、孩子，请携带身份证或亲属代为展码，分时段有序前往指定采样点进行采样，区域核酸检测结果出具电子报告。（二）若有发热、咳嗽等症状的，暂时不要前往集中采样点。请提前报告所在社区（村）、单位，做好个人防护，及时就近前往医院发热门诊就诊。（三）接种新冠肺炎疫苗不超过48小时的人员不参加本次核酸检测。（四）集中和居家隔离人员仍按原规定和渠道检测，不参加集中采样。（五）参与本次区域核酸检测采样、录入、交通转运（含司机）工作人员，工作结束后自行回家进行静态封闭管理，待核酸检测结果均为阴性后方可进入社会。五、有关要求（一）临时静态管理。本次核酸检测采样和检测期间进行交通管制、小区管制、物业管制。全区机关、企事业单位实行弹性工作，工作人员按要求参加疫情防控工作；学校、培训机构停止线下授课；除执行工作任务的警车、消防车、救护车可自由通行外，参与疫情防控工作人员、民生保障企业、连续性生产企业、指定保供单位工作人员和车辆，凭通行证可以通行；除居民生活必需场所在严格执行防控措施的前提下可以营业外，各类公共场所暂时关闭，经营场所暂停营业；因就医等特殊原因紧急出行的居民，由所在社区（村）协调安排，开通绿色通道；其他县区车辆和人员凭其所在县区防指发放的通行证，可在龙港辖区通行。（二）做到应检尽检。全体居民自觉履行接受核酸检测的义务和责任，按规定时间参加核酸采样。出户前要正确佩戴口罩，保持安全距离，核酸采样后第一时间返回居家。出现发热、咳嗽、咽痛、腹泻等症状时，及时主动向所在社区（村）报告。正在执行集中隔离和居家隔离政策的人员不参加本次集中核酸采样。（三）严肃追究责任。全体居民要积极配合工作人员做好样本采集工作，对无故不参加集中核酸采样人员，或者干扰、阻碍样本采集，恶意传播不实信息的人员，由有关部门依法进行处罚，构成犯罪的，移送司法机关依法追究刑事责任。龙港区新冠肺炎疫情防控指挥部2022年10月16日,,,,葫芦岛实验高中抗疫在行动,0,0,0,2022-10-16 23:17:00,iPhone客户端,,,,2022-10-16
4825336623137248,MaD7wda8M,3219568722,Xrumin-,将是一个非常非常难忘的生日再过一个钟，就迎来我的24岁了踏在了疫情严峻的风口浪尖上打破了我原有的所有计划若真的过了今晚就封区真的是太巧了那生日愿望就希望世界和平，疫情得到控制大家都能拥有自由和快乐吧一想到解封之日遥遥无期，还是有些压抑自从管控开始，心情就一直有着郁郁寡欢可能是被限制了自由，比平时更加渴望出行期待早日解封，抗疫成功2022-10-16,,广州·广州融创雪世界,,,0,0,0,2022-10-16 23:16:00,iPhone客户端,,,,2022-10-16
4825336620262156,MaD7w16ck,7647227060,年华以北Ms,巾帼同心 抗疫同行疫情仍然肆虐并未消散。这场疫情阻击战仿佛是长征，虽征途漫漫，但胜利依旧属于我们。和布克赛尔县广大巾帼志愿者充分利用线上线下多种途径以循环播放防疫知识。制作了疫情防控巾帼行动海报，并走村入户宣传以及微信群、朋友圈、抖音等，群众乐于接受的方式广泛开展疫情防控知识宣教。引导她们从自身做起，从家庭做起努力当好疫情防控的“宣传员”“监督员”“战斗员”，筑牢防控防范疫情的家庭防线。同时组织各族巾帼志愿者积极投身防疫一线开展体温检测，核酸检测采集点秩序维护和信息采集，物资整理搬运等工作定期对辖区内的垃圾进行集中处理，开展环境卫生消杀工作，确保做到全覆盖、无死角，有效防范疫情通过环境传播风险，保障居民健康安全。我们相信，在党的领导下，各族干部群众众志成城，我们一定能够顺利圆满的完成此次的工作，一起打赢这场疫情狙击战！,,,,,0,0,0,2022-10-16 23:16:00,iPhone客户端,,,,2022-10-16
4825336561276684,MaD7q5m7G,2406132427,浪观辽宁,#辽宁好网民抗疫在行动#【10月15日，辽宁抚顺市新冠肺炎疫情防控指挥部办公室发布通告：根据当前疫情防控工作需要，按照《新型冠状病毒肺炎防控方案（第九版）》规定，经流行病学分析研判，现将新增高、中风险区通告如下：】O辽宁抚顺、鞍山调整多地风险等级！,,,,辽宁好网民抗疫在行动,0,0,0,2022-10-16 23:15:00,iPhone 12 mini,,,,2022-10-16
4825336368340528,MaD76yZKE,7738968949,_诗情画意_z,记忆里上一杯喝奶茶是北海抗疫回桂林隔离时候喝的了一个月那么努力上班赚钱，换季了没有衣服穿，喜欢就买买买又到了满城桂花香的季节,,,,,0,0,1,2022-10-16 23:15:00,HUAWEI Mate 40,"['https://wx1.sinaimg.cn/large/008rJVlPgy1h77j7kz6n6j32o03k0x6q.jpg', 'https://wx4.sinaimg.cn/large/008rJVlPgy1h77j7ubr5tj32dc35sx6q.jpg', 'https://wx1.sinaimg.cn/large/008rJVlPgy1h77j7p36sej32dc35snpg.jpg', 'https://wx3.sinaimg.cn/large/008rJVlPgy1h77j7mvo42j335s2dc47v.jpg']",,,2022-10-16
4825336296507900,MaD6Zrj08,7411056654,Hydrakoo,一年三次抗疫NW地铁枪击这都什么事FL,,,,,0,0,0,2022-10-16 23:14:00,HUAWEI P40 Pro 5G,,,,2022-10-16
4825336283663687,MaD6Yfn5J,7625354081,-想养只萨摩耶-,那些在大群里说着是改进意见实则没事找事的人能不能去亖这都什么时候了让志愿者怎么想做饭的送饭的怎么想现在是在抗疫隔离不是在供祖宗md私下吐槽一下就算了怎么会有人如此素质低下搞投票回你家搞去尼玛的你是校长吗就算是校长也没你事儿这么多吧今天还被朋友教训这种时候有的吃就不错了长这么大没人告诉你要懂得礼貌懂得感恩吗没人逼着你吃不吃去亖吧,,,,,0,3,2,2022-10-16 23:14:00,Note 9 Pro 一亿像素,"['https://wx3.sinaimg.cn/large/008k3cVXly1h77jb9db8fj30u01uoabs.jpg', 'https://wx1.sinaimg.cn/large/008k3cVXly1h77j8elhnij30q60toq69.jpg']",,,2022-10-16
4825335960704117,MaD6s2XaJ,5576314651,漫伍飞雪小瓶子,两次三天三检，为期6天的抗疫志愿者工作终于结束，早9晚6的时间安排搞得像是在上班一样，期间有幸和各个部门的科长主任等短暂共事，我们都认真且投入，不同的是他们是重在拍照完成所谓的“任务”而我却是“无官一身轻”愿早日抗疫成功#重庆##抗击疫情##志愿者#,,,,"重庆,抗击疫情,志愿者",0,1,2,2022-10-16 23:13:00,iPhone客户端,['https://wx4.sinaimg.cn/large/0065nEaTgy1h77j3diy6hj30wi0wq7jp.jpg'],,,2022-10-16
4825335944446088,MaD6qiED6,6418194779,一夕意相做,抗疫显担当志愿一线抢着上志愿服务抢着上，疫情防控有担当。连日来，志愿者积极响应号召，大家集结“战疫”一线，不惧艰险、勇于奉献，冲锋在前、连续奋战，向所在小区、村（社区）报到，服从统一安排和调度，协助做好各小区、村（社区）的防疫宣传消毒消杀、检测引导、社区防控、特殊群体关爱以及开展其他疫情防控等志愿服务工作。“听从安排共同抗疫”“我志愿加入做志愿者，希望尽快投入到疫情防控工作中”“我志愿加入志愿者，后果自己承担，哪里需要去哪里”......一句句让人动容的留言，一颗颗滚烫的心。没有从天而降的英雄，只有挺身而出的凡人。在疫情防控工作中，志愿者在疫情防控一线守护我们的家园，筑牢疫情防控安全线。,,,,,0,0,0,2022-10-16 23:13:00,小米10,['https://wx1.sinaimg.cn/large/0070m5EDly1h77jag8kkuj30u00hpgnv.jpg'],,,2022-10-16
